symbol,entry_date,exit_date,entry_price,exit_price,shares,profit,profit_pct,reason
PETKM,2024-01-04,2024-01-09,19.540000915527344,19.649999618530277,576,63.35925292968932,0.5629411353585099,Stop Loss
TCELL,2024-01-05,2024-01-10,58.17500686645508,58.41245651245117,171,40.60388946533203,0.4081643626466199,Stop Loss
YKBNK,2024-01-08,2024-01-12,21.084491729736328,21.985374450683597,425,382.8751564025897,4.272726762849673,Stop Loss
KCHOL,2024-01-11,2024-01-17,140.94798278808594,145.36410522460938,61,269.3834686279297,3.1331576012428917,Stop Loss
SAHOL,2024-01-10,2024-01-23,61.61495208740234,63.29536437988281,171,287.350502014162,2.727280044130803,Stop Loss
ULKER,2024-01-24,2024-01-30,82.73846435546875,84.40433502197266,119,198.23860931396484,2.0134174346611466,Stop Loss
SISE,2024-01-26,2024-02-02,47.53233337402344,48.364540100097656,197,163.9447250366211,1.7508223707970167,Stop Loss
KOZAL,2024-02-09,2024-02-13,22.13999938964844,22.63999938964844,369,184.5000000000009,2.2583559791504673,Stop Loss
TUPRS,2024-01-29,2024-02-22,125.95026397705078,135.6260223388672,58,561.1939849853516,7.682205702704531,Stop Loss
ENKAI,2024-01-26,2024-02-27,33.96816635131836,35.516414642333984,244,377.7725830078125,4.55793896851172,Stop Loss
THYAO,2024-01-10,2024-03-04,246.6387176513672,266.9698791503906,38,772.5841369628906,8.243296791610097,Stop Loss
ASELS,2024-01-29,2024-03-04,51.31607818603516,58.454402923583984,123,878.013942718505,13.9105032767126,Sell Signal
KOZAL,2024-03-05,2024-03-06,24.399999618530277,23.57999992370605,457,-374.7398605346716,-3.360654539525026,Stop Loss
AKBNK,2024-03-12,2024-03-13,41.03951644897461,39.1834602355957,280,-519.6957397460938,-4.522607413483013,Stop Loss
MGROS,2024-01-11,2024-03-22,357.4305419921875,421.8694458007813,21,1353.2169799804706,18.02837089674399,Stop Loss
ISCTR,2024-03-21,2024-03-26,10.708746910095217,10.679935455322266,804,-23.16440963745299,-0.26904599590257106,Stop Loss
BIMAS,2024-04-05,2024-04-15,397.18951416015625,385.17572021484375,22,-264.303466796875,-3.02470068242241,Stop Loss
GARAN,2024-03-21,2024-04-16,62.66870880126953,68.0826644897461,161,871.6468658447266,8.639009470651304,Stop Loss
KRDMD,2024-04-08,2024-04-16,24.399999618530277,23.479999542236328,299,-275.08002281189056,-3.7704921749066984,Stop Loss
SISE,2024-04-05,2024-04-17,47.145267486572266,45.19055938720703,219,-428.0810737609863,-4.146138527948678,Stop Loss
KOZAL,2024-04-08,2024-04-17,24.71999931335449,23.700000762939453,253,-258.059633255004,-4.126207842829516,Stop Loss
EREGL,2024-04-26,2024-04-30,21.19962501525879,21.32840919494629,471,60.6573486328125,0.6074832908355946,Stop Loss
AKSEN,2024-04-25,2024-05-07,37.70713806152344,37.43488693237305,298,-81.1308364868164,-0.7220148310014466,Stop Loss
MGROS,2024-05-03,2024-05-08,453.7268676757813,436.3500671386719,19,-330.15921020507994,-3.8297931586291636,Stop Loss
ASELS,2024-04-29,2024-05-13,61.94868850708008,62.298118591308594,132,46.12477111816406,0.5640637318554039,Stop Loss
YKBNK,2024-03-19,2024-05-31,22.63707733154297,32.31999969482422,488,4725.26611328125,42.774613619351236,Stop Loss
PETKM,2024-05-20,2024-05-31,21.36000061035156,20.3799991607666,557,-545.8608074188214,-4.588021636619364,Stop Loss
