datetime,open,high,low,close,volume,symbol
2025-04-07 09:30:00+03:00,85.5,86.75,84.94999694824219,86.5999984741211,0,TCELL
2025-04-07 10:30:00+03:00,86.6500015258789,87.44999694824219,86.44999694824219,86.94999694824219,3086085,TCELL
2025-04-07 11:30:00+03:00,86.9000015258789,86.94999694824219,86.0999984741211,86.44999694824219,1686227,TCELL
2025-04-07 12:30:00+03:00,86.4000015258789,87.25,86.30000305175781,86.9000015258789,1037755,TCELL
2025-04-07 13:30:00+03:00,86.8499984741211,87.80000305175781,86.6500015258789,87.6500015258789,1902772,TCELL
2025-04-07 14:30:00+03:00,87.5999984741211,88.30000305175781,87.19999694824219,88.0,2632167,TCELL
2025-04-07 15:30:00+03:00,88.0,89.19999694824219,87.75,88.69999694824219,6439575,TCELL
2025-04-07 16:30:00+03:00,88.75,90.05000305175781,88.0999984741211,89.1500015258789,6532441,TCELL
2025-04-07 17:30:00+03:00,89.1500015258789,89.19999694824219,87.5,88.4000015258789,2881794,TCELL
2025-04-08 09:30:00+03:00,90.19999694824219,90.3499984741211,88.75,88.94999694824219,0,TCELL
2025-04-08 10:30:00+03:00,89.0,89.5999984741211,88.9000015258789,89.19999694824219,2194471,TCELL
2025-04-08 11:30:00+03:00,89.19999694824219,89.44999694824219,88.9000015258789,88.94999694824219,994814,TCELL
2025-04-08 12:30:00+03:00,88.9000015258789,89.1500015258789,88.6500015258789,88.8499984741211,802363,TCELL
2025-04-08 13:30:00+03:00,88.75,89.8499984741211,88.75,89.44999694824219,2232662,TCELL
2025-04-08 14:30:00+03:00,89.44999694824219,89.94999694824219,89.3499984741211,89.75,1754128,TCELL
2025-04-08 15:30:00+03:00,89.75,91.25,89.30000305175781,91.0999984741211,4420391,TCELL
2025-04-08 16:30:00+03:00,91.0999984741211,91.4000015258789,90.69999694824219,91.1500015258789,5398567,TCELL
2025-04-08 17:30:00+03:00,91.1500015258789,91.3499984741211,90.75,90.9000015258789,2054411,TCELL
2025-04-09 09:30:00+03:00,89.5,90.80000305175781,89.1500015258789,90.4000015258789,0,TCELL
2025-04-09 10:30:00+03:00,90.4000015258789,91.1500015258789,90.0,90.19999694824219,3838647,TCELL
2025-04-09 11:30:00+03:00,90.19999694824219,91.0,90.0,90.30000305175781,1892616,TCELL
2025-04-09 12:30:00+03:00,90.30000305175781,90.55000305175781,90.19999694824219,90.3499984741211,747121,TCELL
2025-04-09 13:30:00+03:00,90.25,90.5999984741211,89.5999984741211,89.69999694824219,2851040,TCELL
2025-04-09 14:30:00+03:00,89.69999694824219,90.0999984741211,89.0,89.8499984741211,2915137,TCELL
2025-04-09 15:30:00+03:00,89.8499984741211,90.5999984741211,89.69999694824219,90.0,2062618,TCELL
2025-04-09 16:30:00+03:00,90.0,90.5999984741211,89.5999984741211,89.9000015258789,3601689,TCELL
2025-04-09 17:30:00+03:00,89.9000015258789,90.75,89.6500015258789,89.80000305175781,3759247,TCELL
2025-04-10 09:30:00+03:00,92.30000305175781,92.69999694824219,90.8499984741211,91.3499984741211,0,TCELL
2025-04-10 10:30:00+03:00,91.3499984741211,91.8499984741211,91.0,91.75,2962208,TCELL
2025-04-10 11:30:00+03:00,91.75,91.80000305175781,91.5999984741211,91.69999694824219,1320526,TCELL
2025-04-10 12:30:00+03:00,91.6500015258789,91.8499984741211,91.5999984741211,91.6500015258789,985287,TCELL
2025-04-10 13:30:00+03:00,91.5999984741211,92.55000305175781,91.5,91.94999694824219,3337897,TCELL
2025-04-10 14:30:00+03:00,92.0,92.25,91.5999984741211,92.05000305175781,1748277,TCELL
2025-04-10 15:30:00+03:00,92.0999984741211,92.3499984741211,91.6500015258789,91.80000305175781,1709236,TCELL
2025-04-10 16:30:00+03:00,91.80000305175781,91.80000305175781,89.9000015258789,90.05000305175781,3024267,TCELL
2025-04-10 17:30:00+03:00,90.05000305175781,90.69999694824219,89.94999694824219,90.05000305175781,1590426,TCELL
2025-04-11 09:30:00+03:00,90.25,90.69999694824219,90.0,90.44999694824219,0,TCELL
2025-04-11 10:30:00+03:00,90.44999694824219,90.8499984741211,89.5,89.80000305175781,2518888,TCELL
2025-04-11 11:30:00+03:00,89.80000305175781,90.75,88.94999694824219,90.55000305175781,3367278,TCELL
2025-04-11 12:30:00+03:00,90.5999984741211,91.05000305175781,90.1500015258789,90.55000305175781,2329671,TCELL
2025-04-11 13:30:00+03:00,90.55000305175781,91.0,90.30000305175781,90.4000015258789,1776464,TCELL
2025-04-11 14:30:00+03:00,90.4000015258789,91.0,90.3499984741211,90.75,1091794,TCELL
2025-04-11 15:30:00+03:00,90.75,90.9000015258789,90.30000305175781,90.3499984741211,1134130,TCELL
2025-04-11 16:30:00+03:00,90.3499984741211,91.4000015258789,90.30000305175781,90.5,2606071,TCELL
2025-04-11 17:30:00+03:00,90.5,91.0,90.44999694824219,90.75,1288480,TCELL
2025-04-14 09:30:00+03:00,91.5999984741211,91.80000305175781,91.05000305175781,91.3499984741211,0,TCELL
2025-04-14 10:30:00+03:00,91.3499984741211,91.55000305175781,90.9000015258789,91.0,1908061,TCELL
2025-04-14 11:30:00+03:00,91.05000305175781,91.30000305175781,90.75,90.8499984741211,1099913,TCELL
2025-04-14 12:30:00+03:00,90.8499984741211,91.05000305175781,90.69999694824219,90.80000305175781,803601,TCELL
2025-04-14 13:30:00+03:00,90.80000305175781,91.0,90.75,90.94999694824219,450860,TCELL
2025-04-14 14:30:00+03:00,90.94999694824219,90.94999694824219,90.30000305175781,90.55000305175781,1332466,TCELL
2025-04-14 15:30:00+03:00,90.5,90.75,90.19999694824219,90.5999984741211,1130837,TCELL
2025-04-14 16:30:00+03:00,90.5999984741211,91.1500015258789,89.80000305175781,90.0999984741211,2628685,TCELL
2025-04-14 17:30:00+03:00,90.0999984741211,90.5,90.0,90.0,1276959,TCELL
