datetime,open,high,low,close,volume,symbol
2025-04-07 09:30:00+03:00,466.5,469.0,461.5,463.25,0,MGROS
2025-04-07 10:30:00+03:00,463.0,467.5,460.0,462.75,316401,MGROS
2025-04-07 11:30:00+03:00,462.5,467.5,461.25,464.75,213806,MGROS
2025-04-07 12:30:00+03:00,464.75,468.0,464.25,467.0,124587,MGROS
2025-04-07 13:30:00+03:00,467.0,471.75,466.0,469.5,175692,MGROS
2025-04-07 14:30:00+03:00,469.25,475.25,465.5,474.5,439452,MGROS
2025-04-07 15:30:00+03:00,474.5,477.0,470.5,475.5,272297,MGROS
2025-04-07 16:30:00+03:00,475.25,486.0,472.5,481.5,628691,MGROS
2025-04-07 17:30:00+03:00,481.25,483.0,474.5,480.25,219365,MGROS
2025-04-08 09:30:00+03:00,488.75,490.75,483.5,484.5,0,MGROS
2025-04-08 10:30:00+03:00,484.75,486.0,482.0,483.25,174338,MGROS
2025-04-08 11:30:00+03:00,483.25,486.25,479.75,481.0,138053,MGROS
2025-04-08 12:30:00+03:00,480.75,482.5,478.75,480.0,82225,MGROS
2025-04-08 13:30:00+03:00,479.75,482.5,479.0,479.5,79909,MGROS
2025-04-08 14:30:00+03:00,479.75,484.75,479.25,483.75,192642,MGROS
2025-04-08 15:30:00+03:00,483.75,493.0,482.75,491.75,546055,MGROS
2025-04-08 16:30:00+03:00,491.75,492.5,486.75,487.25,273959,MGROS
2025-04-08 17:30:00+03:00,487.5,488.5,485.75,485.75,77808,MGROS
2025-04-09 09:30:00+03:00,480.5,490.0,479.5,489.25,0,MGROS
2025-04-09 10:30:00+03:00,489.0,492.5,483.25,483.25,400348,MGROS
2025-04-09 11:30:00+03:00,483.25,485.5,481.75,484.0,161008,MGROS
2025-04-09 12:30:00+03:00,484.25,485.75,483.5,484.25,89919,MGROS
2025-04-09 13:30:00+03:00,484.25,488.0,482.5,485.5,346217,MGROS
2025-04-09 14:30:00+03:00,485.5,486.0,479.5,479.5,240371,MGROS
2025-04-09 15:30:00+03:00,479.5,484.0,478.0,479.5,252679,MGROS
2025-04-09 16:30:00+03:00,479.5,484.0,479.0,479.75,224145,MGROS
2025-04-09 17:30:00+03:00,479.75,482.0,476.0,476.25,233632,MGROS
2025-04-10 09:30:00+03:00,490.75,493.5,487.0,487.25,0,MGROS
2025-04-10 10:30:00+03:00,487.5,489.75,485.5,487.0,247838,MGROS
2025-04-10 11:30:00+03:00,487.0,487.75,485.25,485.75,124375,MGROS
2025-04-10 12:30:00+03:00,485.5,486.75,484.5,485.25,108844,MGROS
2025-04-10 13:30:00+03:00,485.5,486.25,483.0,484.75,149224,MGROS
2025-04-10 14:30:00+03:00,484.75,488.25,483.75,486.0,191217,MGROS
2025-04-10 15:30:00+03:00,486.25,488.0,484.5,485.0,222156,MGROS
2025-04-10 16:30:00+03:00,485.0,485.5,478.5,478.75,329129,MGROS
2025-04-10 17:30:00+03:00,478.75,481.5,477.0,478.0,204875,MGROS
2025-04-11 09:30:00+03:00,475.5,484.0,475.0,478.25,0,MGROS
2025-04-11 10:30:00+03:00,478.25,479.25,475.25,476.75,195238,MGROS
2025-04-11 11:30:00+03:00,476.5,481.5,476.5,479.5,179110,MGROS
2025-04-11 12:30:00+03:00,479.5,481.5,478.75,481.0,115861,MGROS
2025-04-11 13:30:00+03:00,480.75,486.75,479.5,480.75,368170,MGROS
2025-04-11 14:30:00+03:00,480.75,485.75,480.25,483.75,256596,MGROS
2025-04-11 15:30:00+03:00,483.75,484.75,482.0,482.25,146229,MGROS
2025-04-11 16:30:00+03:00,482.5,486.0,478.75,479.5,291946,MGROS
2025-04-11 17:30:00+03:00,479.25,482.0,479.25,481.75,119789,MGROS
2025-04-14 09:30:00+03:00,486.0,487.5,483.5,485.5,0,MGROS
2025-04-14 10:30:00+03:00,485.5,487.0,485.25,486.0,124309,MGROS
2025-04-14 11:30:00+03:00,486.0,486.5,484.0,484.75,84320,MGROS
2025-04-14 12:30:00+03:00,484.5,486.5,484.5,485.25,53561,MGROS
2025-04-14 13:30:00+03:00,485.0,485.5,484.25,485.0,45300,MGROS
2025-04-14 14:30:00+03:00,485.0,485.0,482.25,482.25,120098,MGROS
2025-04-14 15:30:00+03:00,482.5,483.5,481.0,482.25,155819,MGROS
2025-04-14 16:30:00+03:00,482.0,483.25,480.0,481.5,148558,MGROS
2025-04-14 17:30:00+03:00,481.5,482.25,480.5,480.75,110642,MGROS
2025-04-15 09:30:00+03:00,482.0,486.75,481.75,485.25,0,MGROS
2025-04-15 10:30:00+03:00,485.25,487.0,483.75,486.5,186934,MGROS
2025-04-15 11:30:00+03:00,486.5,488.0,485.25,486.75,161908,MGROS
2025-04-15 12:30:00+03:00,486.5,487.75,485.0,485.75,74213,MGROS
2025-04-15 13:30:00+03:00,486.0,486.5,484.25,485.5,117156,MGROS
2025-04-15 14:30:00+03:00,485.5,486.25,482.25,482.5,131867,MGROS
2025-04-15 15:30:00+03:00,482.75,483.75,481.75,482.5,73212,MGROS
2025-04-15 16:30:00+03:00,482.5,483.0,478.0,478.25,156189,MGROS
2025-04-15 17:30:00+03:00,478.25,481.0,477.5,480.5,100530,MGROS
2025-04-16 09:30:00+03:00,480.0,481.75,477.5,479.25,0,MGROS
2025-04-16 10:30:00+03:00,479.0,480.5,472.25,474.75,321998,MGROS
2025-04-16 11:30:00+03:00,474.75,478.75,474.5,476.5,150475,MGROS
2025-04-16 12:30:00+03:00,476.25,477.0,474.75,476.25,75107,MGROS
2025-04-16 13:30:00+03:00,476.25,477.75,473.5,475.0,144134,MGROS
2025-04-16 14:30:00+03:00,475.0,475.5,473.25,474.75,132724,MGROS
2025-04-16 15:30:00+03:00,474.75,475.25,470.0,471.0,225649,MGROS
2025-04-16 16:30:00+03:00,471.25,473.0,469.5,469.5,150500,MGROS
2025-04-16 17:30:00+03:00,469.5,472.0,465.0,471.5,172610,MGROS
2025-04-17 09:30:00+03:00,472.75,478.5,470.5,478.25,0,MGROS
2025-04-17 10:30:00+03:00,478.25,483.5,477.5,481.75,226433,MGROS
2025-04-17 11:30:00+03:00,481.75,488.0,481.25,487.5,306365,MGROS
2025-04-17 12:30:00+03:00,487.75,489.5,484.5,485.5,171493,MGROS
2025-04-17 13:30:00+03:00,485.5,487.5,479.5,485.5,430897,MGROS
2025-04-17 14:30:00+03:00,485.25,485.5,480.0,482.75,204550,MGROS
2025-04-17 15:30:00+03:00,482.75,491.5,482.5,491.5,485207,MGROS
2025-04-17 16:30:00+03:00,491.25,493.0,488.5,491.5,324108,MGROS
2025-04-17 17:30:00+03:00,491.5,491.5,487.25,488.5,143144,MGROS
2025-04-18 09:30:00+03:00,490.0,491.75,485.25,486.0,0,MGROS
2025-04-18 10:30:00+03:00,485.75,487.25,485.25,486.0,51494,MGROS
2025-04-18 11:30:00+03:00,486.0,496.75,486.0,496.0,583172,MGROS
2025-04-18 12:30:00+03:00,496.25,496.5,494.25,494.25,172561,MGROS
2025-04-18 13:30:00+03:00,494.25,495.0,493.5,493.75,109784,MGROS
2025-04-18 14:30:00+03:00,493.75,494.75,493.5,494.25,117809,MGROS
2025-04-18 15:30:00+03:00,494.25,495.0,492.25,494.75,119914,MGROS
2025-04-18 16:30:00+03:00,494.75,499.75,493.5,497.25,355138,MGROS
2025-04-18 17:30:00+03:00,497.25,500.0,495.0,496.25,142480,MGROS
2025-04-21 09:30:00+03:00,500.0,502.5,491.0,491.75,0,MGROS
2025-04-21 10:30:00+03:00,491.25,493.5,485.5,488.5,255113,MGROS
