datetime,vixfix,bb_upper,bb_middle,bb_lower,range_high,range_low,high_volatility,market_bottom,vix_level,position_factor,buy_zone,sell_zone,vix_trend
2025-05-16 09:30:00+03:00,3.9923926521676125,4.115902247060951,1.9391611611010435,-0.23757992485886437,3.3935337543424704,0.19497772268314026,True,True,low,1.0111956371981377,True,False,-1
2025-05-16 10:30:00+03:00,3.7072186403229046,4.337651064012846,2.0769935746281627,-0.18366391475652044,3.3935337543424704,0.19497772268314026,True,False,low,1.0143642373297455,True,False,-1
2025-05-16 11:30:00+03:00,3.326996294231815,4.476769264312653,2.15303949430166,-0.1706902757093327,3.3935337543424704,0.19497772268314026,False,False,low,1.018588930064091,False,False,-1
2025-05-16 12:30:00+03:00,3.897337065644837,4.6823544424011,2.2956250497687383,-0.09110434286362334,3.3935337543424704,0.19497772268314026,True,True,low,1.012251810381724,True,False,-1
2025-05-16 13:30:00+03:00,4.087448238690388,4.897946226194451,2.438210605235816,-0.021525015722819063,3.4743310028868293,0.19497772268314026,True,True,low,1.0101394640145513,True,False,-1
2025-05-16 14:30:00+03:00,3.802281479122075,5.0078335516101,2.580796160702894,0.1537587697956888,3.4743310028868293,0.19497772268314026,True,False,low,1.0133079835653103,True,False,-1
2025-05-16 15:30:00+03:00,4.3726222505350965,5.143003352997642,2.7661574553328587,0.3893115576680759,3.716728912954832,0.19497772268314026,True,True,low,1.0069708638829433,True,False,-1
2025-05-16 16:30:00+03:00,3.1368778689098695,5.020297751992805,2.8992370895338393,0.7781764270748734,3.716728912954832,0.19497772268314026,False,False,low,1.0207013570121126,False,False,1
2025-05-16 17:30:00+03:00,2.0912519126065754,4.768136077085173,2.989541347185752,1.210946617286331,3.716728912954832,0.19497772268314026,False,False,low,1.0323194231932602,False,True,1
2025-05-20 09:30:00+03:00,1.8095252627418155,4.736481315628278,3.003972053263166,1.2714627908980543,3.716728912954832,0.19497772268314026,False,False,low,1.0354497193028687,False,True,1
2025-05-20 10:30:00+03:00,2.53520840210534,4.6849246515895056,3.0451813576564786,1.4054380637234518,3.716728912954832,0.19497772268314026,False,False,low,1.0273865733099408,False,True,1
2025-05-20 11:30:00+03:00,1.4084507042253522,4.745260223683708,3.020546855889694,1.29583348809568,3.716728912954832,0.19497772268314026,False,False,low,1.039906103286385,False,True,1
2025-05-20 12:30:00+03:00,1.4084507042253522,4.8227033675363575,2.972148094878397,1.1215928222204368,3.716728912954832,0.19497772268314026,False,False,low,1.039906103286385,False,True,1
2025-05-20 13:30:00+03:00,0.9389671361502347,4.948028412363777,2.8907695968110674,0.833510781258358,3.716728912954832,0.19497772268314026,False,False,low,1.0451225873761085,False,True,1
2025-05-20 14:30:00+03:00,1.3145554233604755,5.0018529549892214,2.832923292430388,0.663993629871555,3.716728912954832,0.19497772268314026,False,False,low,1.0409493841848836,False,True,1
2025-05-20 15:30:00+03:00,1.220660142495612,5.054884256390638,2.779888145272562,0.5048920341544862,3.716728912954832,0.19497772268314026,False,False,low,1.0419926650833822,False,True,1
2025-05-20 16:30:00+03:00,1.3145554233604755,5.080151800558863,2.712536282239605,0.344920763920348,3.716728912954832,0.19497772268314026,False,False,low,1.0409493841848836,False,True,1
2025-05-20 17:30:00+03:00,1.4084507042253522,5.09929387082274,2.664137521228308,0.2289811716338752,3.716728912954832,0.2880184271639968,False,False,low,1.039906103286385,False,True,1
2025-05-21 09:30:00+03:00,2.25352255951071,4.96735564985585,2.58669957524774,0.20604350063962995,3.716728912954832,0.2880184271639968,False,False,low,1.0305164160054365,False,True,-1
2025-05-21 10:30:00+03:00,2.25352255951071,4.838734028747497,2.51401477120713,0.1892955136667629,3.716728912954832,0.2880184271639968,False,False,low,1.0305164160054365,False,True,-1
2025-05-21 11:30:00+03:00,0.7511765744204946,4.694567958987824,2.3519539673197745,0.009339975651724508,3.716728912954832,0.2880184271639968,False,False,low,1.0472091491731057,False,True,1
2025-05-21 12:30:00+03:00,1.1267576978799883,4.535307966592235,2.2229309201976286,-0.08944612619697745,3.716728912954832,0.2880184271639968,False,False,low,1.0430360255791113,False,True,1
2025-05-21 13:30:00+03:00,1.220660142495612,4.410046508894807,2.117614112610818,-0.17481828367317043,3.716728912954832,0.2880184271639968,False,False,low,1.0419926650833822,False,True,1
2025-05-21 14:30:00+03:00,1.1267576978799883,4.150332519310844,1.9790851442225759,-0.19216223086569229,3.716728912954832,0.2880184271639968,False,False,low,1.0430360255791113,False,True,1
