datetime,adx,plus_di,minus_di,dx,trend_strength,trend_direction,di_bullish_cross,di_bearish_cross
2025-04-07 09:30:00+03:00,0.0,0.0,0.0,0.0,weak,neutral,False,False
2025-04-07 10:30:00+03:00,7.142857142857142,1.4217833828925868,0.0,100.0,weak,bullish,True,False
2025-04-07 11:30:00+03:00,13.775510204081632,1.3660078786267513,0.0,100.0,weak,bullish,False,False
2025-04-07 12:30:00+03:00,19.934402332361515,2.788284093732064,0.0,100.0,weak,bullish,False,False
2025-04-07 13:30:00+03:00,25.653373594335694,6.987228198833178,0.0,100.0,strong,bullish,False,False
2025-04-07 14:30:00+03:00,27.033628152316492,6.409342800344878,2.4325363495683363,44.976937406066845,strong,bullish,False,False
2025-04-07 15:30:00+03:00,29.777643465640118,10.543811397484806,2.2018174114506195,65.44984253884724,strong,bullish,False,False
2025-04-07 16:30:00+03:00,33.608124601330545,20.205419451487806,1.8283177159791808,83.40437936530613,strong,bullish,False,False
2025-04-07 17:30:00+03:00,37.16499994161451,17.842313647530563,1.614488539283217,83.40437936530611,strong,bullish,False,False
2025-04-08 09:30:00+03:00,40.92374263846419,25.752866078435826,1.3857810507920725,89.78739769751007,very_strong,bullish,False,False
2025-04-08 10:30:00+03:00,43.48036510751606,24.290119974748006,3.200381316305014,76.71645720519037,very_strong,bullish,False,False
2025-04-08 11:30:00+03:00,45.31658508953644,23.522736291208705,4.283979876479925,69.18744485580139,very_strong,bullish,False,False
2025-04-08 12:30:00+03:00,45.28132676012357,22.11215159076243,8.424650441656468,44.822968477756284,very_strong,bullish,False,False
2025-04-08 13:30:00+03:00,44.20008807104945,20.440129030997834,10.971432576304759,30.143985113085822,very_strong,bullish,False,False
2025-04-08 14:30:00+03:00,42.94913764359987,18.75234052200291,10.851916864787889,26.686782086755308,very_strong,bullish,False,False
2025-04-08 15:30:00+03:00,42.137060668246555,19.62317400694218,10.20379826930444,31.580059988653534,very_strong,bullish,False,False
2025-04-08 16:30:00+03:00,41.519571458493594,19.16583983691998,9.548704012933673,33.492211731705154,very_strong,bullish,False,False
2025-04-08 17:30:00+03:00,40.27892522127356,18.29615486573625,11.17799354057347,24.150524137413075,very_strong,bullish,False,False
2025-04-09 09:30:00+03:00,37.730847082041024,16.667198282608506,18.276653118068374,4.605831272017979,strong,bearish,False,True
2025-04-09 10:30:00+03:00,35.36477452418224,16.24246396115938,17.81090466239878,4.605831272017978,strong,bearish,False,False
2025-04-09 11:30:00+03:00,33.345955635625465,15.879311918981974,18.30698701248075,7.101310084387375,strong,bearish,False,False
2025-04-09 12:30:00+03:00,31.825280645206888,15.36149154497578,19.57342133160301,12.056505769765385,strong,bearish,False,False
2025-04-09 13:30:00+03:00,31.645860367264888,14.024647945524132,25.656556982996737,29.313396754018854,strong,bearish,False,False
2025-04-09 14:30:00+03:00,31.71841580149044,13.365379618258642,26.330802210171296,32.66163644642259,strong,bearish,False,False
2025-04-09 15:30:00+03:00,31.550119230771973,13.818205457299264,25.305940368697847,29.362263811431873,strong,bearish,False,False
2025-04-09 16:30:00+03:00,30.601869425127692,16.133381741741033,23.348556738167662,18.274621951752042,strong,bearish,False,False
2025-04-09 17:30:00+03:00,30.34063295023886,14.892821844398718,25.878465263085367,26.944558776684037,strong,bearish,False,False
2025-04-10 09:30:00+03:00,28.98248806922767,25.917007754382368,20.643305198229505,11.326604616082218,strong,bullish,True,False
2025-04-10 10:30:00+03:00,27.42879330297766,24.813756506791197,21.467284859153548,7.230761341727509,strong,bullish,False,False
2025-04-10 11:30:00+03:00,25.986076734316935,24.477117786054034,21.176046436196188,7.230761341727515,strong,bullish,False,False
2025-04-10 12:30:00+03:00,24.851890203632824,25.201699432189695,20.57485052732506,10.10746530473936,strong,bullish,False,False
2025-04-10 13:30:00+03:00,23.463452674675235,24.214583617228982,21.72739305645939,5.413764798226543,strong,bullish,False,False
2025-04-10 14:30:00+03:00,22.03398355862739,22.887139522994534,24.523216407970548,3.4508850500053807,strong,bearish,False,True
2025-04-10 15:30:00+03:00,20.706619379440106,21.944911545998114,23.513633687407648,3.4508850500053834,strong,bearish,False,False
2025-04-10 16:30:00+03:00,20.879755999045567,19.36875567222868,31.025129415707664,23.130532053916543,strong,bearish,False,False
2025-04-10 17:30:00+03:00,21.152964016584086,18.21721713555122,30.171485618895595,24.704668244584845,strong,bearish,False,False
2025-04-11 09:30:00+03:00,22.532089820261927,15.997924693865993,37.741140035747115,40.46072526807384,strong,bearish,False,False
2025-04-11 10:30:00+03:00,24.24337273531836,14.598338870405751,39.96474348181647,46.490050631052014,strong,bearish,False,False
2025-04-11 11:30:00+03:00,25.291361561060295,15.704596513854984,35.714416737888364,38.91521629570546,strong,bearish,False,False
2025-04-11 12:30:00+03:00,25.49956739519476,18.747077062664438,33.47773442075786,28.206243238942797,strong,bearish,False,False
2025-04-11 13:30:00+03:00,24.780244848439608,22.37244360058264,30.535662696078045,15.429051740622649,strong,bearish,False,False
2025-04-11 14:30:00+03:00,24.11230248359554,21.361600831709833,29.15598534030339,15.429051740622654,strong,bearish,False,False
2025-04-11 15:30:00+03:00,23.492070287668902,20.46537846270342,27.932750880570648,15.42905174062265,strong,bearish,False,False
2025-04-11 16:30:00+03:00,22.357996188801724,21.791609712372598,25.38405186385991,7.615032903528404,strong,bearish,False,False
2025-04-11 17:30:00+03:00,21.304927382710773,20.389165669162548,23.750408787516037,7.615032903528394,strong,bearish,False,False
2025-04-14 09:30:00+03:00,20.704553415993956,27.63837251676458,21.32256274213687,12.899691848675317,strong,bullish,True,False
