datetime,supertrend,trend,up_band,dn_band,buy_signal,sell_signal
2025-04-07 09:30:00+03:00,98.25000762939449,1.0,98.25000762939449,114.4499893188477,False,False
2025-04-07 10:30:00+03:00,99.5700057983398,1.0,99.5700057983398,114.4499893188477,False,False
2025-04-07 11:30:00+03:00,99.5700057983398,1.0,99.5700057983398,113.59699310302737,False,False
2025-04-07 12:30:00+03:00,99.95770399475094,1.0,99.95770399475094,113.24229295349124,False,False
2025-04-07 13:30:00+03:00,100.88193405303953,1.0,100.88193405303953,113.24229295349124,False,False
2025-04-07 14:30:00+03:00,101.32874278396604,1.0,101.32874278396604,113.24229295349124,False,False
2025-04-07 15:30:00+03:00,102.33086873445127,1.0,102.33086873445127,113.24229295349124,False,False
2025-04-07 16:30:00+03:00,102.68778125065458,1.0,102.68778125065458,113.24229295349124,False,False
2025-04-07 17:30:00+03:00,102.70400755063793,1.0,102.70400755063793,113.24229295349124,False,False
2025-04-08 09:30:00+03:00,104.34360359122844,1.0,104.34360359122844,113.24229295349124,False,False
2025-04-08 10:30:00+03:00,104.34360359122844,1.0,104.34360359122844,113.24229295349124,False,False
2025-04-08 11:30:00+03:00,104.34360359122844,1.0,104.34360359122844,113.24229295349124,False,False
2025-04-08 12:30:00+03:00,104.34360359122844,1.0,104.34360359122844,113.24229295349124,False,False
2025-04-08 13:30:00+03:00,104.34360359122844,1.0,104.34360359122844,113.24229295349124,False,False
2025-04-08 14:30:00+03:00,104.34360359122844,1.0,104.34360359122844,113.24229295349124,False,False
2025-04-08 15:30:00+03:00,105.02254342712487,1.0,105.02254342712487,113.24229295349124,False,False
2025-04-08 16:30:00+03:00,105.92029022882157,1.0,105.92029022882157,113.24229295349124,False,False
2025-04-08 17:30:00+03:00,106.00326158740913,1.0,106.00326158740913,113.24229295349124,False,False
2025-04-09 09:30:00+03:00,106.00326158740913,1.0,106.00326158740913,113.24229295349124,False,False
2025-04-09 10:30:00+03:00,106.00326158740913,1.0,106.00326158740913,113.24229295349124,False,False
2025-04-09 11:30:00+03:00,106.00326158740913,1.0,106.00326158740913,112.99217419792033,False,False
2025-04-09 12:30:00+03:00,106.00326158740913,1.0,106.00326158740913,112.47795891435877,False,False
2025-04-09 13:30:00+03:00,106.00326158740913,1.0,106.00326158740913,111.68516294662895,False,False
2025-04-09 14:30:00+03:00,110.39664772008129,-1.0,106.00326158740913,110.39664772008129,False,True
2025-04-09 15:30:00+03:00,110.39664772008129,-1.0,102.2180208666241,110.39664772008129,False,False
2025-04-09 16:30:00+03:00,110.39664772008129,-1.0,102.39621801702224,110.39664772008129,False,False
2025-04-09 17:30:00+03:00,110.03840309803448,-1.0,102.39621801702224,110.03840309803448,False,False
2025-04-10 09:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 10:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 11:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 12:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 13:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 14:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 15:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 16:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-10 17:30:00+03:00,110.03840309803448,-1.0,104.82543782212052,110.03840309803448,False,False
2025-04-11 09:30:00+03:00,109.19327876777979,-1.0,104.82543782212052,109.19327876777979,False,False
2025-04-11 10:30:00+03:00,108.11895058582603,-1.0,98.98104788829507,108.11895058582603,False,False
2025-04-11 11:30:00+03:00,108.11895058582603,-1.0,99.10794195505639,108.11895058582603,False,False
2025-04-11 12:30:00+03:00,108.11895058582603,-1.0,100.43714714919918,108.11895058582603,False,False
2025-04-11 13:30:00+03:00,108.11895058582603,-1.0,101.55843563862497,108.11895058582603,False,False
2025-04-11 14:30:00+03:00,108.11895058582603,-1.0,101.63758696306814,108.11895058582603,False,False
2025-04-11 15:30:00+03:00,108.11895058582603,-1.0,101.86382918228867,108.11895058582603,False,False
2025-04-11 16:30:00+03:00,108.11895058582603,-1.0,101.92244748476293,108.11895058582603,False,False
2025-04-11 17:30:00+03:00,108.11895058582603,-1.0,102.09520327034426,108.11895058582603,False,False
2025-04-14 09:30:00+03:00,103.7706808833733,1.0,103.7706808833733,108.11895058582603,True,False
2025-04-14 10:30:00+03:00,103.8086148549725,1.0,103.8086148549725,113.1913851450275,False,False
2025-04-14 11:30:00+03:00,103.8086148549725,1.0,103.8086148549725,112.4622475460521,False,False
2025-04-14 12:30:00+03:00,103.8086148549725,1.0,103.8086148549725,111.89602309662267,False,False
2025-04-14 13:30:00+03:00,103.92357837380621,1.0,103.92357837380621,111.77641857443598,False,False
2025-04-14 14:30:00+03:00,103.9662249614744,1.0,103.9662249614744,111.6337811420412,False,False
2025-04-14 15:30:00+03:00,103.9662249614744,1.0,103.9662249614744,111.13040211230974,False,False
2025-04-14 16:30:00+03:00,103.9662249614744,1.0,103.9662249614744,110.54736220625455,False,False
2025-04-14 17:30:00+03:00,103.9662249614744,1.0,103.9662249614744,110.54736220625455,False,False
2025-04-15 09:30:00+03:00,103.9662249614744,1.0,103.9662249614744,110.41686379142409,False,False
2025-04-15 10:30:00+03:00,103.9662249614744,1.0,103.9662249614744,110.38517725969379,False,False
