datetime,vixfix,bb_upper,bb_middle,bb_lower,range_high,range_low,high_volatility,market_bottom,vix_level,position_factor,buy_zone,sell_zone,vix_trend
2025-05-26 15:30:00+03:00,0.6930693069306931,4.720392131482818,2.4635175085260306,0.20664288556924282,4.258034026465029,0.6979269496544916,False,False,low,0.9395902880989128,False,True,1
2025-05-26 16:30:00+03:00,0.39603960396039606,4.624609809048177,2.2898958910451332,-0.04481802695791037,4.258034026465029,0.4,False,False,low,0.9698404739983567,False,True,1
2025-05-26 17:30:00+03:00,0.49504950495049505,4.48270531291903,2.1260603585557143,-0.23058459580760227,4.258034026465029,0.4,False,False,low,0.9597570786985421,False,True,1
2025-05-27 09:30:00+03:00,0.9891196834817012,4.42058631172594,2.0348761875406627,-0.35083393664461493,4.258034026465029,0.4,False,False,low,0.9094398390471427,False,True,-1
2025-05-27 10:30:00+03:00,0.3956478733926805,4.364697346290015,1.9091687654973968,-0.5463598152952218,4.258034026465029,0.3996043521266073,False,False,low,0.9698803687374261,False,True,1
2025-05-27 11:30:00+03:00,0.6923837784371909,4.290181601369495,1.8079974597538828,-0.674186681861729,4.258034026465029,0.3996043521266073,False,False,low,0.9396601038922844,False,True,-1
2025-05-27 12:30:00+03:00,0.791295746785361,4.118440615128207,1.6875234498089609,-0.743393715510285,4.258034026465029,0.3996043521266073,False,False,low,0.9295866822772372,False,True,-1
2025-05-27 13:30:00+03:00,0.5934718100890208,3.943759905177994,1.562007903552985,-0.8197440980720241,4.258034026465029,0.3996043521266073,False,False,low,0.9497335255073317,False,True,1
2025-05-27 14:30:00+03:00,0.791295746785361,3.7607962614355612,1.452792203087375,-0.8552118552608112,4.258034026465029,0.3996043521266073,False,False,low,0.9295866822772372,False,True,-1
2025-05-27 15:30:00+03:00,0.791295746785361,3.5527790670542165,1.3435765026217648,-0.865626061810687,4.258034026465029,0.3996043521266073,False,False,low,0.9295866822772372,False,True,-1
2025-05-27 16:30:00+03:00,1.0880316518298714,3.263237970881039,1.237002475457161,-0.7892330199667168,4.258034026465029,0.3996043521266073,False,False,low,0.8993664174320954,False,True,-1
2025-05-27 17:30:00+03:00,1.1374876360039565,2.8039873101513284,1.11338905237931,-0.5772092053927085,4.258034026465029,0.3996043521266073,False,False,low,0.8943297066245718,False,False,-1
2025-05-28 09:30:00+03:00,2.6706231454005933,2.6285887548908855,1.083505575502998,-0.46157760388488955,4.258034026465029,0.3996043521266073,True,True,low,0.7381916715913395,True,False,-1
2025-05-28 10:30:00+03:00,3.066271018793274,2.610464082061781,1.0807215654670521,-0.4490209511276768,4.258034026465029,0.3996043521266073,True,True,low,0.6978979851311504,True,False,-1
2025-05-28 11:30:00+03:00,3.165182987141444,2.85534039013016,1.128902436937627,-0.5975355162549063,4.258034026465029,0.3996043521266073,True,True,low,0.6878245635161032,True,False,-1
2025-05-28 12:30:00+03:00,3.4619188921859543,3.19369494086485,1.2041510234255943,-0.7853928940136612,4.258034026465029,0.3996043521266073,True,True,low,0.6576042986709615,True,False,-1
2025-05-28 13:30:00+03:00,3.3135509396636995,3.5186710697277155,1.3352777313169728,-0.8481156070937699,4.258034026465029,0.3996043521266073,False,False,low,0.6727144310935322,False,False,-1
2025-05-28 14:30:00+03:00,3.165182987141444,3.765573262529295,1.4589860415822382,-0.8476011793648184,4.258034026465029,0.3996043521266073,False,False,low,0.6878245635161032,False,False,-1
2025-05-28 15:30:00+03:00,3.7091988130563793,4.095405538158526,1.6049593089872787,-0.885486920183969,4.258034026465029,0.3996043521266073,False,False,low,0.6324207446333434,False,False,-1
2025-05-28 16:30:00+03:00,4.401582591493571,4.534294453316077,1.7903849732154224,-0.9535245068852327,4.258034026465029,0.3996043521266073,True,True,low,0.5619067933280125,True,False,-1
2025-05-28 17:30:00+03:00,4.154302670623145,4.8489069168220045,1.9634466414000449,-0.9220136340219152,4.258034026465029,0.3996043521266073,False,False,low,0.5870903473656307,False,False,-1
2025-05-29 09:30:00+03:00,3.5608308605341246,4.992299969246508,2.121686204228731,-0.748927560789046,4.258034026465029,0.3996043521266073,False,False,low,0.6475308770559143,False,False,-1
2025-05-29 10:30:00+03:00,3.857566765578635,5.153156425762801,2.2898120672601383,-0.5735322912425245,4.258034026465029,0.3996043521266073,False,False,low,0.6173106122107724,False,False,-1
2025-05-29 11:30:00+03:00,3.956478733926805,5.325164804962746,2.438180019782394,-0.4488047653979583,4.258034026465029,0.3996043521266073,False,False,low,0.6072371905957252,False,False,-1
2025-05-29 12:30:00+03:00,4.005934718100891,5.418090692877999,2.6186943620178043,-0.18070196884239031,4.258034026465029,0.3996043521266073,False,False,low,0.6022004797882015,False,False,-1
2025-05-29 13:30:00+03:00,3.564356435643564,5.4375258751592375,2.7622929948781225,0.08706011459700758,4.258034026465029,0.3996043521266073,False,False,low,0.6471718244042888,False,False,1
2025-05-29 14:30:00+03:00,3.415841584158416,5.414715518824279,2.8935202867467757,0.3723250546692731,4.258034026465029,0.3996043521266073,False,False,low,0.6622969173540106,False,False,1
2025-05-29 15:30:00+03:00,2.722772277227723,5.2805787926728645,2.999985310103711,0.7193918275345568,3.936672967863894,0.3996043521266073,False,False,low,0.732880684452713,False,True,1
2025-05-29 16:30:00+03:00,2.929493545183714,5.1384008131125825,3.1068952000236285,1.0753895869346741,3.7413452027695353,0.3996043521266073,False,False,low,0.7118277166097535,False,True,1
2025-05-29 17:30:00+03:00,3.876739562624255,4.999768331912048,3.261167390815573,1.5225664497190987,3.7413452027695353,0.3996043521266073,True,True,low,0.61535801060547,True,False,-1
2025-05-30 09:30:00+03:00,4.821073558648111,4.995108529496778,3.4478194861564853,1.9005304428161924,4.097912524850894,0.3996043521266073,True,True,low,0.5191848715381526,True,False,-1
2025-05-30 10:30:00+03:00,5.422885572139304,5.039884118642663,3.662089382963252,2.2842946472838412,4.609452736318408,0.3996043521266073,True,True,low,0.5,True,False,-1
2025-05-30 11:30:00+03:00,4.875621890547264,5.168843750148893,3.772339320220586,2.375834890292279,4.609452736318408,0.3996043521266073,True,False,low,0.5514057087367763,True,False,-1
2025-05-30 12:30:00+03:00,3.2470826991374935,5.160875951569524,3.7813799042377974,2.4018838569060708,4.609452736318408,0.3996043521266073,False,False,low,0.7043780585490235,False,True,1
2025-05-30 13:30:00+03:00,2.9426686960933535,5.174050291719583,3.7702541896853923,2.366458087651201,4.609452736318408,0.3996043521266073,False,False,low,0.7329723506649555,False,True,1
2025-05-30 14:30:00+03:00,3.65296803652968,5.177354650309043,3.7798066469025793,2.382258643496115,4.609452736318408,0.3996043521266073,False,False,low,0.6662523357277808,False,True,1
2025-05-30 15:30:00+03:00,3.8051750380517504,5.184592372265581,3.804387851821981,2.424183331378381,4.609452736318408,0.3996043521266073,False,False,low,0.6519551896698148,False,False,1
2025-05-30 16:30:00+03:00,3.450025367833587,5.176764497457167,3.8186299708565885,2.4604954442560096,4.609452736318408,0.3996043521266073,False,False,low,0.6853151971384022,False,True,1
2025-05-30 17:30:00+03:00,3.2978183663115166,5.175497352184148,3.7980609485193453,2.420624544854543,4.609452736318408,0.3996043521266073,False,False,low,0.6996123431963681,False,True,1
2025-06-02 09:30:00+03:00,3.602232369355657,5.10790706112946,3.7580934374124495,2.408279813695439,4.609452736318408,0.3996043521266073,False,False,low,0.6710180510804361,False,True,1
2025-06-02 10:30:00+03:00,3.7037037037037033,5.072512836953145,3.7355634890664775,2.39861414117981,4.609452736318408,0.3996043521266073,False,False,low,0.6614866203751255,False,True,1
2025-06-02 11:30:00+03:00,4.008117706747844,5.097531892153613,3.757927831377164,2.4183237706007152,4.609452736318408,0.3996043521266073,False,False,low,0.6328923282591934,False,False,-1
2025-06-02 12:30:00+03:00,3.65296803652968,5.087223030553463,3.7476978949247153,2.408172759295968,4.609452736318408,0.3996043521266073,False,False,low,0.6662523357277808,False,True,-1
2025-06-02 13:30:00+03:00,2.841197361745307,5.086586561709626,3.6919338263156405,2.297281090921655,4.609452736318408,0.3996043521266073,False,False,low,0.7425037813702662,False,True,1
2025-06-02 14:30:00+03:00,2.5875190258751903,5.09067519666712,3.621013041704356,2.151350886741592,4.609452736318408,0.3996043521266073,False,False,low,0.7663323581335427,False,True,1
2025-06-02 15:30:00+03:00,3.34855403348554,5.084797111161694,3.610222921596454,2.135648732031214,4.609452736318408,0.3996043521266073,False,False,low,0.6948466278437129,False,True,1
