datetime,vixfix,bb_upper,bb_middle,bb_lower,range_high,range_low,high_volatility,market_bottom,vix_level,position_factor,buy_zone,sell_zone,vix_trend
2025-04-21 12:30:00+03:00,1.8312065687144032,4.265808566613277,2.2214895092455627,0.17717045187784786,3.5692127248327785,0.8035004172799417,False,False,low,1.0352088159031734,False,True,-1
2025-04-21 13:30:00+03:00,1.9904458840539758,4.217709831484115,2.1849306423565107,0.15215145322890633,3.5692127248327785,0.8035004172799417,False,False,low,1.033439490177178,False,True,-1
2025-04-21 14:30:00+03:00,1.4365546751138298,4.085659157476714,2.0934611607817475,0.10126316408678071,3.5692127248327785,0.8035004172799417,False,False,low,1.0395938369431796,False,True,1
2025-04-21 15:30:00+03:00,1.1164286354414332,3.7103175658873195,1.9393289028577734,0.1683402398282272,3.5692127248327785,0.8035004172799417,False,False,low,1.0431507929395396,False,True,1
2025-04-21 16:30:00+03:00,1.1164286354414332,3.235676553212737,1.785196644933799,0.3347167366548609,3.5692127248327785,0.8035004172799417,False,False,low,1.0431507929395396,False,True,1
2025-04-21 17:30:00+03:00,1.355665515909801,2.7651713426753903,1.6624663545273868,0.5597613663793832,3.5692127248327785,0.8035004172799417,False,False,low,1.04049260537878,False,True,1
2025-04-22 09:30:00+03:00,1.036685036634174,2.4906825933958534,1.5626672871454816,0.6346519808951099,3.5692127248327785,0.8035004172799417,False,False,low,1.044036832926287,False,True,1
2025-04-22 10:30:00+03:00,1.036685036634174,2.332680142856365,1.4894036289123016,0.6461271149682384,3.5692127248327785,0.8035004172799417,False,False,low,1.044036832926287,False,True,1
2025-04-22 11:30:00+03:00,0.9569414378269034,2.190425395388369,1.4196958404637214,0.6489662855390739,3.5692127248327785,0.8035004172799417,False,False,low,1.0449228729130344,False,True,1
2025-04-22 12:30:00+03:00,0.8771917549730655,2.1569460246088634,1.3730041269620679,0.5890622293152722,3.5692127248327785,0.8035004172799417,False,False,low,1.0458089805002992,False,True,1
2025-04-22 13:30:00+03:00,1.1961722342486925,2.1149300038584546,1.3461986855941006,0.5774673673297466,3.5692127248327785,0.8035004172799417,False,False,low,1.0422647529527924,False,True,1
2025-04-22 14:30:00+03:00,1.5151527135243306,2.1085886165759975,1.382179072890122,0.6557695292042464,3.5692127248327785,0.8035004172799417,False,False,low,1.0387205254052851,False,False,-1
