datetime,supertrend,trend,up_band,dn_band,buy_signal,sell_signal
2020-07-06 00:00:00+03:00,2.645831346511842,1.0,2.645831346511842,4.495834589004515,False,False
2020-07-13 00:00:00+03:00,2.6924981832504287,1.0,2.6924981832504287,4.4575007200241075,False,False
2020-07-20 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,4.405917105674742,False,False
2020-07-27 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,4.250325302124022,False,False
2020-08-03 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9898759661674488,False,False
2020-08-10 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-08-17 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-08-24 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-08-31 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-09-07 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-09-14 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-09-21 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-09-28 00:00:00+03:00,2.72741490840912,1.0,2.72741490840912,3.9700553064250936,False,False
2020-10-05 00:00:00+03:00,2.7515107070888454,1.0,2.7515107070888454,3.9700553064250936,False,False
2020-10-12 00:00:00+03:00,2.980110163285021,1.0,2.980110163285021,3.9700553064250936,False,False
2020-10-19 00:00:00+03:00,2.980110163285021,1.0,2.980110163285021,3.9700553064250936,False,False
2020-10-26 00:00:00+03:00,2.980110163285021,1.0,2.980110163285021,3.9700553064250936,False,False
2020-11-02 00:00:00+03:00,2.980110163285021,1.0,2.980110163285021,3.9700553064250936,False,False
2020-11-09 00:00:00+03:00,2.980110163285021,1.0,2.980110163285021,3.9700553064250936,False,False
2020-11-16 00:00:00+03:00,2.980110163285021,1.0,2.980110163285021,3.9700553064250936,False,False
2020-11-23 00:00:00+03:00,3.0446748462809223,1.0,3.0446748462809223,5.115325477968345,False,False
2020-11-30 00:00:00+03:00,3.3322070593380717,1.0,3.3322070593380717,5.115325477968345,False,False
2020-12-07 00:00:00+03:00,3.8099864382812783,1.0,3.8099864382812783,5.115325477968345,False,False
2020-12-14 00:00:00+03:00,3.8099864382812783,1.0,3.8099864382812783,5.115325477968345,False,False
2020-12-21 00:00:00+03:00,3.8099864382812783,1.0,3.8099864382812783,5.115325477968345,False,False
2020-12-28 00:00:00+03:00,3.905125220299502,1.0,3.905125220299502,5.115325477968345,False,False
2021-01-04 00:00:00+03:00,4.027112626743978,1.0,4.027112626743978,5.115325477968345,False,False
2021-01-11 00:00:00+03:00,4.050901183825134,1.0,4.050901183825134,6.309098472852112,False,False
2021-01-18 00:00:00+03:00,4.050901183825134,1.0,4.050901183825134,6.224188963167609,False,False
2021-01-25 00:00:00+03:00,4.050901183825134,1.0,4.050901183825134,6.184769963854022,False,False
2021-02-01 00:00:00+03:00,4.050901183825134,1.0,4.050901183825134,6.184769963854022,False,False
2021-02-08 00:00:00+03:00,4.057086185750258,1.0,4.057086185750258,6.184769963854022,False,False
2021-02-15 00:00:00+03:00,4.057086185750258,1.0,4.057086185750258,6.184769963854022,False,False
2021-02-22 00:00:00+03:00,4.152789950838568,1.0,4.152789950838568,6.184769963854022,False,False
2021-03-01 00:00:00+03:00,4.34801095766206,1.0,4.34801095766206,6.184769963854022,False,False
2021-03-08 00:00:00+03:00,4.8922099296067305,1.0,4.8922099296067305,6.184769963854022,False,False
2021-03-15 00:00:00+03:00,4.8922099296067305,1.0,4.8922099296067305,7.3855113961862795,False,False
2021-03-22 00:00:00+03:00,4.8922099296067305,1.0,4.8922099296067305,6.847960136404688,False,False
2021-03-29 00:00:00+03:00,4.8922099296067305,1.0,4.8922099296067305,6.847960136404688,False,False
2021-04-05 00:00:00+03:00,4.8922099296067305,1.0,4.8922099296067305,6.847960136404688,False,False
2021-04-12 00:00:00+03:00,4.8922099296067305,1.0,4.8922099296067305,6.847960136404688,False,False
2021-04-19 00:00:00+03:00,4.941492296865762,1.0,4.941492296865762,6.847960136404688,False,False
2021-04-26 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-05-03 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-05-10 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-05-17 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-05-24 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-05-31 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-06-07 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-06-14 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-06-21 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.847960136404688,False,False
2021-06-28 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.580099004932581,False,False
2021-07-05 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.580099004932581,False,False
2021-07-12 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.53973015241519,False,False
2021-07-19 00:00:00+03:00,5.0493430175881215,1.0,5.0493430175881215,6.396757341259975,False,False
