datetime,adx,plus_di,minus_di,dx,trend_strength,trend_direction,di_bullish_cross,di_bearish_cross
2020-07-06 00:00:00+03:00,0.0,0.0,0.0,0.0,weak,neutral,False,False
2020-07-13 00:00:00+03:00,7.142857142857142,4.926991133083911,0.0,100.0,weak,bullish,True,False
2020-07-20 00:00:00+03:00,8.435490815504656,4.510394468611747,7.555892562534058,25.239728559922312,weak,bearish,False,True
2020-07-27 00:00:00+03:00,12.29977795230182,3.8470498486123894,16.689996958328756,62.53551073066497,weak,bearish,False,False
2020-08-03 00:00:00+03:00,16.332750083718427,3.3415848817317735,18.052354512863875,68.7613877921343,weak,bearish,False,False
2020-08-10 00:00:00+03:00,16.951468028117542,9.804385095460054,16.338829684540627,24.994801305306044,weak,bearish,False,False
2020-08-17 00:00:00+03:00,15.858630677456404,14.40542790617594,14.889302180465728,1.6517451188616168,weak,bearish,False,False
2020-08-24 00:00:00+03:00,14.843853137556778,13.563133934569674,14.018715791105256,1.651745118861619,weak,bearish,False,False
2020-08-31 00:00:00+03:00,14.92102875057757,12.438494284249744,17.15030727941492,15.924311719847852,weak,bearish,False,False
2020-09-07 00:00:00+03:00,14.079529778607574,15.072557947048114,16.04981384855415,3.14004314299763,weak,bearish,False,False
2020-09-14 00:00:00+03:00,13.346239006548082,16.576545519924878,15.358707739965327,3.8134589697747012,weak,bullish,True,False
2020-09-21 00:00:00+03:00,12.838976130901452,16.476833203182156,14.539970664094671,6.244558747495267,weak,bullish,False,False
2020-09-28 00:00:00+03:00,13.253699165840152,19.313201985059635,13.243055643263446,18.645098620043242,weak,bullish,False,False
2020-10-05 00:00:00+03:00,14.025143044438277,20.47868065179122,12.537094634280013,24.053913466213892,weak,bullish,False,False
2020-10-12 00:00:00+03:00,14.796408461570778,19.940961030403702,12.009855043899364,24.822858884293264,weak,bullish,False,False
2020-10-19 00:00:00+03:00,16.201591567081493,22.382758286485274,10.90783353373833,34.468971938720756,weak,bullish,False,False
2020-10-26 00:00:00+03:00,15.70843620283041,18.742436987674854,15.553775298800593,9.297416467566288,weak,bullish,False,False
2020-11-02 00:00:00+03:00,16.192965927495333,20.97197540492549,13.270261940494253,22.491852348139346,weak,bullish,False,False
2020-11-09 00:00:00+03:00,18.65045395251037,33.73773193192556,11.067347979949893,50.597798277705884,weak,bullish,False,False
2020-11-16 00:00:00+03:00,21.242118673247546,31.900666959897777,9.279082309827507,54.933760042830826,strong,bullish,False,False
2020-11-23 00:00:00+03:00,23.64866448536064,28.68273873960862,8.343069879093191,54.93376004283083,strong,bullish,False,False
2020-11-30 00:00:00+03:00,25.407694049211777,26.18637139530337,9.134967404896877,48.275078379276565,strong,bullish,False,False
2020-12-07 00:00:00+03:00,28.8109280404315,43.63621615403376,6.794835301044604,73.05296992628786,strong,bullish,False,False
2020-12-14 00:00:00+03:00,31.971073889421238,40.62176064536646,6.325437848446561,73.05296992628786,strong,bullish,False,False
2020-12-21 00:00:00+03:00,33.832263448205346,37.054302925197234,9.841648135535468,58.02772771239879,strong,bullish,False,False
2020-12-28 00:00:00+03:00,36.07124968787227,41.50902367644791,8.750703264929768,65.17807080354225,strong,bullish,False,False
2021-01-04 00:00:00+03:00,38.15030833899155,38.82409692976807,8.184681827485083,65.17807080354224,strong,bullish,False,False
2021-01-11 00:00:00+03:00,40.26001741244953,39.67618530130326,7.645749280115569,67.68623536740316,very_strong,bullish,False,False
2021-01-18 00:00:00+03:00,42.54415233238775,41.45213068026194,6.681444062671702,72.23790629158461,very_strong,bullish,False,False
2021-01-25 00:00:00+03:00,43.535237179035796,38.29518769147548,10.669585649302405,56.41934018546036,very_strong,bullish,False,False
2021-02-01 00:00:00+03:00,44.45553025092327,35.77985147894144,9.96877709412204,56.41934018546035,very_strong,bullish,False,False
2021-02-08 00:00:00+03:00,45.50085384306033,36.31206697004496,9.337632133215896,59.090060540842025,very_strong,bullish,False,False
2021-02-15 00:00:00+03:00,46.4126125163191,34.3769826838452,9.065192718571897,58.26547526868318,very_strong,bullish,False,False
2021-02-22 00:00:00+03:00,46.605278385822125,32.41206998110161,11.061988335167129,49.10993468936143,very_strong,bullish,False,False
2021-03-01 00:00:00+03:00,47.346803112800806,36.21226597282819,9.921939502970329,56.98662456352363,very_strong,bullish,False,False
2021-03-08 00:00:00+03:00,48.470430684306365,40.19060923163856,9.099559270390344,63.07758911387863,very_strong,bullish,False,False
2021-03-15 00:00:00+03:00,49.567159179988536,38.72230972449957,8.550569589687106,63.824629623856794,very_strong,bullish,False,False
2021-03-22 00:00:00+03:00,46.65292571548494,31.086594547335196,26.074750319907743,8.767890676938142,very_strong,bullish,False,False
2021-03-29 00:00:00+03:00,43.946851784160174,27.758844399208126,23.28350684332412,8.767890676938146,very_strong,bullish,False,False
2021-04-05 00:00:00+03:00,42.10546919559622,30.857245396696776,21.36903773568604,18.167495544264742,very_strong,bullish,False,False
2021-04-12 00:00:00+03:00,41.533985708606444,37.88861550557286,18.617406131029195,34.104700377739285,very_strong,bullish,False,False
2021-04-19 00:00:00+03:00,41.18905943618752,36.87599322801693,17.073735605507345,36.705017894741474,very_strong,bullish,False,False
2021-04-26 00:00:00+03:00,41.26964188244388,38.332143903763246,15.536454154846593,42.317213683776586,very_strong,bullish,False,False
2021-05-03 00:00:00+03:00,41.570970567811095,38.4638789932456,14.411704729327344,45.48824347758495,very_strong,bullish,False,False
2021-05-10 00:00:00+03:00,42.01730656476084,38.94043557493959,13.745968586132332,47.81967452510745,very_strong,bullish,False,False
