datetime,squeeze_on,squeeze_off,no_squeeze,momentum,momentum_hist,momentum_color,squeeze_release,squeeze_start,bb_upper,bb_lower,kc_upper,kc_lower
2020-07-06 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-07-13 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-07-20 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-07-27 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-08-03 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-08-10 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-08-17 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-08-24 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-08-31 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-09-07 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-09-14 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-09-21 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-09-28 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-10-05 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-10-12 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-10-19 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-10-26 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-11-02 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-11-09 00:00:00+03:00,False,False,True,,,gray,False,False,,,,
2020-11-16 00:00:00+03:00,True,False,False,,,gray,False,False,42.45685880049256,34.30090830460998,43.02896844593397,33.728798659168575
2020-11-23 00:00:00+03:00,True,False,False,,,gray,False,False,42.388906648800514,34.30039274389968,42.80787517128223,33.881424221417966
2020-11-30 00:00:00+03:00,True,False,False,,,gray,False,False,42.32592112019873,34.29871419474267,42.81833519918321,33.80630011575819
2020-12-07 00:00:00+03:00,True,False,False,,,gray,False,False,42.04137314145457,34.36264449770559,42.62957385425656,33.774443784903596
2020-12-14 00:00:00+03:00,True,False,False,,,gray,False,False,41.35369711076993,34.73651132428867,42.305779712671125,33.784428722387474
2020-12-21 00:00:00+03:00,True,False,False,,,gray,False,False,41.52526942123396,34.89396313797015,41.913993154387555,34.50523940481655
2020-12-28 00:00:00+03:00,True,False,False,,,gray,False,False,41.78702106753482,35.06964244564877,41.80748791916921,35.04917559401438
2021-01-04 00:00:00+03:00,False,True,False,,,gray,True,False,42.39520878519886,35.02440943989879,42.13033101062841,35.28928721446924
2021-01-11 00:00:00+03:00,False,True,False,,,gray,False,False,42.67608238017608,35.21900390827607,42.40943064855593,35.485655639896216
2021-01-18 00:00:00+03:00,False,True,False,,,gray,False,False,43.90522509096854,34.878037161839075,43.43905831332447,35.344203939483144
2021-01-25 00:00:00+03:00,False,True,False,,,gray,False,False,44.054427670431984,35.32031827073012,44.025787032881134,35.34895890828097
2021-02-01 00:00:00+03:00,False,True,False,,,gray,False,False,44.61690576809262,35.39877187472965,44.414720314881265,35.600957327941
2021-02-08 00:00:00+03:00,False,True,False,,,gray,False,False,44.74264755826324,35.52407760042816,44.578757109285995,35.687968049405406
2021-02-15 00:00:00+03:00,False,True,False,,,gray,False,False,44.89786606147638,35.541930004807796,44.651028445215225,35.78876762106895
2021-02-22 00:00:00+03:00,False,True,False,,,gray,False,False,44.96634949884578,35.220497043512616,44.79985009245277,35.386996449905624
2021-03-01 00:00:00+03:00,False,True,False,,,gray,False,False,44.89881944409846,34.90955419786932,44.55926321460079,35.249110427366986
2021-03-08 00:00:00+03:00,False,True,False,,,gray,False,False,44.8142241613725,34.7164757592818,44.41757348330705,35.11312643734725
2021-03-15 00:00:00+03:00,False,True,False,,,gray,False,False,44.71320709739633,34.92589965309195,44.06667729359412,35.57242945689416
2021-03-22 00:00:00+03:00,False,True,False,,,gray,False,False,45.216112370218525,34.05973639992308,44.26019272629011,35.0156560438515
2021-03-29 00:00:00+03:00,False,True,False,-3.306551795225348,-3.306551795225348,gray,False,False,45.25402760979242,33.95715784552984,44.4375429807805,34.77364247454177
2021-04-05 00:00:00+03:00,False,True,False,-3.946539757647313,-3.946539757647313,red,False,False,45.35171112758436,33.59130988376818,44.32770966796573,34.615311343386814
2021-04-12 00:00:00+03:00,False,True,False,-4.446060186017063,-4.446060186017063,red,False,False,45.4055036136638,33.237021105574485,44.20741619158879,34.43510852764949
2021-04-19 00:00:00+03:00,False,True,False,-5.373659263784486,-5.373659263784486,red,False,False,45.70510653600546,32.36875782861857,44.08427007515299,33.989594289471036
2021-04-26 00:00:00+03:00,False,True,False,-5.97028486692614,-5.97028486692614,red,False,False,45.79921890797093,31.86384070811794,44.00724447552443,33.65581514056444
2021-05-03 00:00:00+03:00,False,True,False,-6.3160253847024554,-6.3160253847024554,red,False,False,45.78251318868066,31.427899790445316,43.81943389545042,33.39097908367555
2021-05-10 00:00:00+03:00,False,True,False,-6.460099128631117,-6.460099128631117,red,False,False,45.68186065842566,31.074004438620236,43.55935268186569,33.19651241518021
2021-05-17 00:00:00+03:00,False,True,False,-6.463245196482246,-6.463245196482246,red,False,False,45.46059467339345,30.73992259955576,43.214637771291315,32.9858795016579
2021-05-24 00:00:00+03:00,False,True,False,-6.509440316436461,-6.509440316436461,red,False,False,45.00877425530471,30.301665808171858,42.759614263220776,32.55082580025579
2021-05-31 00:00:00+03:00,False,True,False,-6.672784133445202,-6.672784133445202,red,False,False,44.68046559749355,29.75701418461094,42.200463350968874,32.237016431135615
2021-06-07 00:00:00+03:00,False,True,False,-6.270604714092757,-6.270604714092757,maroon,False,False,43.272960256757464,29.871244836626328,40.9597277023359,32.18447739104789
2021-06-14 00:00:00+03:00,False,True,False,-6.2284030389645135,-6.2284030389645135,maroon,False,False,42.62456325705308,29.454591711208636,40.176155245255835,31.902999723005884
2021-06-21 00:00:00+03:00,False,True,False,-5.837683983902513,-5.837683983902513,maroon,False,False,41.20475724460015,29.61916033505073,39.410175260463795,31.413742319187087
2021-06-28 00:00:00+03:00,False,True,False,-5.554494357342541,-5.554494357342541,maroon,False,False,40.303732109378046,29.479860305477914,38.70743260055692,31.076159814299043
2021-07-05 00:00:00+03:00,False,True,False,-4.8680737209044525,-4.8680737209044525,maroon,False,False,38.816011752842414,29.991918430568234,38.201058042085215,30.606872141325432
2021-07-12 00:00:00+03:00,False,True,False,-4.364579778015306,-4.364579778015306,maroon,False,False,38.46990860472764,29.856847109688864,37.601016408684174,30.725739305732333
2021-07-19 00:00:00+03:00,False,True,False,-3.8701469493482,-3.8701469493482,maroon,False,False,38.02658406025536,29.771450416978524,37.19116235049514,30.606872126738743
2021-07-26 00:00:00+03:00,False,True,False,-3.217260412169139,-3.217260412169139,maroon,False,False,37.31747769928568,29.925208953851534,36.87354895690293,30.36913769623428
2021-08-02 00:00:00+03:00,False,True,False,-2.6078386353322682,-2.6078386353322682,maroon,False,False,36.77224669202099,30.048223927180665,36.63248655446844,30.187984064733214
2021-08-09 00:00:00+03:00,False,True,False,-1.7988551150571417,-1.7988551150571417,maroon,False,False,36.99353422683489,30.043750433504464,36.4484804575786,30.588804202760755
2021-08-16 00:00:00+03:00,False,True,False,-0.9509239353152061,-0.9509239353152061,maroon,False,False,36.65776759737744,30.185525974094727,36.09045236856996,30.752841202902214
2021-08-23 00:00:00+03:00,False,True,False,-0.42864850862130677,-0.42864850862130677,maroon,False,False,36.320638919285855,30.258294224329877,35.90549501129783,30.673438132317898
2021-08-30 00:00:00+03:00,False,True,False,0.15225325192434358,0.15225325192434358,lime,False,False,35.91801488211733,30.400361849755225,35.69961718402105,30.618759547851507
2021-09-06 00:00:00+03:00,False,True,False,0.1486943214729175,0.1486943214729175,green,False,False,35.90989942755344,30.271542451719014,35.44429062213571,30.73715125713674
2021-09-13 00:00:00+03:00,False,True,False,0.056656648059521864,0.056656648059521864,green,False,False,35.80593058167026,30.014154943842435,35.115266071346525,30.70481945416617
2021-09-20 00:00:00+03:00,False,True,False,-0.0231878213165162,-0.0231878213165162,red,False,False,35.60925491497162,29.77910529926178,34.869449169705554,30.518911044527847
2021-09-27 00:00:00+03:00,False,True,False,-0.12158245918532273,-0.12158245918532273,red,False,False,35.302589759319545,29.57416595509696,34.59510362180844,30.281652092608063
2021-10-04 00:00:00+03:00,False,True,False,-0.23320972917384175,-0.23320972917384175,red,False,False,34.96405396640639,29.393490360375843,34.312675459719685,30.04486886706255
2021-10-11 00:00:00+03:00,False,True,False,-0.508472203204891,-0.508472203204891,red,False,False,34.91178661223625,29.074892083442464,34.045937398520515,29.940741297158198
2021-10-18 00:00:00+03:00,False,True,False,-0.3782217447272793,-0.3782217447272793,maroon,False,False,34.89628607493028,29.073275311178115,34.19856266962687,29.770998716481525
2021-10-25 00:00:00+03:00,False,True,False,-0.034497322953405796,-0.034497322953405796,maroon,False,False,35.02023024654509,29.05583634281037,34.29175475454405,29.78431183481141
2021-11-01 00:00:00+03:00,False,True,False,0.2632065383367119,0.2632065383367119,lime,False,False,35.285759020965884,29.07368655093353,34.48907398337602,29.870371588523394
2021-11-08 00:00:00+03:00,False,True,False,0.9189448840683982,0.9189448840683982,lime,False,False,36.27290400433517,28.676122675657506,34.97785576646697,29.971170913525697
2021-11-15 00:00:00+03:00,False,True,False,1.8302621344150145,1.8302621344150145,lime,False,False,37.9513386826644,27.912489404188634,35.62496891590615,30.23885917094688
2021-11-22 00:00:00+03:00,False,True,False,2.940549406531521,2.940549406531521,lime,False,False,39.80293913847764,27.028943529063866,36.19030159745942,30.64158107008209
2021-11-29 00:00:00+03:00,False,True,False,3.707629719061499,3.707629719061499,lime,False,False,40.87995864901263,26.750711707737853,36.666721506586484,30.963948850164
2021-12-06 00:00:00+03:00,False,True,False,4.428100784191985,4.428100784191985,lime,False,False,41.9365824880265,26.57655819037926,37.190688167190345,31.32245251121542
2021-12-13 00:00:00+03:00,False,True,False,5.08336455743923,5.08336455743923,lime,False,False,43.288655307029174,26.261007664467414,38.25454978000409,31.295113191492497
2021-12-20 00:00:00+03:00,False,True,False,4.672722047607229,4.672722047607229,green,False,False,43.54324346605557,26.474280680978122,39.17458189747924,30.842942249554454
