datetime,adx,plus_di,minus_di,dx,trend_strength,trend_direction,di_bullish_cross,di_bearish_cross
2020-07-06 00:00:00+03:00,0.0,0.0,0.0,0.0,weak,neutral,False,False
2020-07-13 00:00:00+03:00,0.0,0.0,0.0,0.0,weak,neutral,False,False
2020-07-20 00:00:00+03:00,7.142857142857142,2.248396388285598,0.0,100.0,weak,bullish,True,False
2020-07-27 00:00:00+03:00,13.775510204081632,3.8931102169258454,0.0,100.0,weak,bullish,False,False
2020-08-03 00:00:00+03:00,15.277689883724744,3.516314171638548,7.270922564342837,34.80602571908521,weak,bearish,False,True
2020-08-10 00:00:00+03:00,16.67257101482192,3.2547109327155463,6.729987710417634,34.80602571908523,weak,bearish,False,False
2020-08-17 00:00:00+03:00,17.967817779412155,3.1069597460189,6.424472507616379,34.80602571908522,weak,bearish,False,False
2020-08-24 00:00:00+03:00,20.21715196181071,2.954660932912298,8.737357382882326,49.45849633299193,strong,bearish,False,False
2020-08-31 00:00:00+03:00,22.96509369227882,2.8079596569305556,10.786068749834673,58.68833618836427,strong,bearish,False,False
2020-09-07 00:00:00+03:00,25.51675387057064,2.714229622042309,10.426028463025796,58.688336188364275,strong,bearish,False,False
2020-09-14 00:00:00+03:00,26.008357387005503,5.0677229993859605,9.9253635671286,32.39920310065877,strong,bearish,False,False
2020-09-21 00:00:00+03:00,26.962762068521894,4.751399404147402,10.922033553029475,39.370022928234974,strong,bearish,False,False
2020-09-28 00:00:00+03:00,27.140812843922106,5.484360720619254,10.06428904131189,29.45547292412488,strong,bearish,False,False
2020-10-05 00:00:00+03:00,27.306145706793732,5.301232446185735,9.728232392337947,29.455472924124876,strong,bearish,False,False
2020-10-12 00:00:00+03:00,27.581377904055817,5.157343897865366,9.826092136371892,31.159396468462933,strong,bearish,False,False
2020-10-19 00:00:00+03:00,27.410520773184825,5.630487124576355,9.422153742344694,25.189378071861935,strong,bearish,False,False
2020-10-26 00:00:00+03:00,28.78149018252326,4.9674183823306395,13.63857078526835,46.60409250392292,strong,bearish,False,False
2020-11-02 00:00:00+03:00,30.20510876548051,4.487010361035021,13.010351650138775,48.712150343924755,strong,bearish,False,False
2020-11-09 00:00:00+03:00,31.059324472406306,4.8044563230081625,11.809649116735333,42.164128662441684,strong,bearish,False,False
2020-11-16 00:00:00+03:00,31.852524771694547,4.426239198676625,10.879968164718791,42.164128662441684,strong,bearish,False,False
2020-11-23 00:00:00+03:00,32.589067906747914,4.184694852626639,10.286237307114577,42.16412866244169,strong,bearish,False,False
2020-11-30 00:00:00+03:00,33.933666950893844,3.9342176142471246,12.260461697763361,51.413454524790936,strong,bearish,False,False
2020-12-07 00:00:00+03:00,34.90003511843132,4.208951004777639,11.813801296120893,47.46282129641851,strong,bearish,False,False
2020-12-14 00:00:00+03:00,34.095778647975834,6.892712655647679,11.160594788084431,23.64044453205448,strong,bearish,False,False
2020-12-21 00:00:00+03:00,34.94723473441824,23.900412595332767,8.83625431032304,46.01616385816951,strong,bullish,True,False
2020-12-28 00:00:00+03:00,35.815153059169006,22.68419318186557,8.158074021375214,47.09809128092895,strong,bullish,False,False
2021-01-04 00:00:00+03:00,38.140694813939575,34.785949236028706,6.534219012712743,68.37273762595694,strong,bullish,False,False
2021-01-11 00:00:00+03:00,40.69692397654084,36.67581381992989,5.497768645301626,73.92790309035728,very_strong,bullish,False,False
2021-01-18 00:00:00+03:00,43.07056534181344,34.35240532476686,5.149485647747706,73.92790309035728,very_strong,bullish,False,False
2021-01-25 00:00:00+03:00,45.405043676942825,33.30610565773325,4.594875834560413,75.75326203362475,very_strong,bullish,False,False
2021-02-01 00:00:00+03:00,47.805494058157784,34.64677542686901,4.062251255197526,79.01134901395224,very_strong,bullish,False,False
2021-02-08 00:00:00+03:00,50.37284586832501,40.23150226091618,3.5582646303324585,83.7484194004989,very_strong,bullish,False,False
2021-02-15 00:00:00+03:00,52.92895212921693,43.37039222112359,3.224773733426534,86.15833352081184,very_strong,bullish,False,False
2021-02-22 00:00:00+03:00,52.29321006989239,36.739020836931374,14.277277590964953,44.028563298673326,very_strong,bullish,False,False
2021-03-01 00:00:00+03:00,51.702878157662454,34.4253254405562,13.378144443633495,44.02856329867334,very_strong,bullish,False,False
2021-03-08 00:00:00+03:00,50.94033863406352,32.5072609412028,13.593395057222958,41.027324827277326,very_strong,bullish,False,False
2021-03-15 00:00:00+03:00,49.30211983345568,30.390328953782216,17.0926030624953,28.005275425553656,very_strong,bullish,False,False
2021-03-22 00:00:00+03:00,45.78455393470676,25.941181437210513,25.970354293227736,0.056197250970783666,very_strong,bearish,False,True
2021-03-29 00:00:00+03:00,42.74808687243306,25.588773963347144,23.966332319231782,3.2740150628750255,very_strong,bullish,True,False
2021-04-05 00:00:00+03:00,39.998546179612106,23.953708399459487,21.998657117182,4.254517172939602,strong,bullish,False,False
2021-04-12 00:00:00+03:00,37.22835755662578,22.98790154352972,22.435594772695573,1.215905457803481,strong,bullish,False,False
2021-04-19 00:00:00+03:00,35.28064983024311,21.088210832339986,25.753895084075122,9.9604493872683,strong,bearish,False,True
2021-04-26 00:00:00+03:00,33.47206408431634,20.0362864737761,24.46923657121107,9.960449387268282,strong,bearish,False,False
2021-05-03 00:00:00+03:00,31.897100017512532,27.35704394192199,21.747988623560488,11.422567149063026,strong,bullish,True,False
2021-05-10 00:00:00+03:00,30.48273872022303,26.679326079620033,20.921509129211486,12.096041855459465,strong,bullish,False,False
2021-05-17 00:00:00+03:00,29.32809606616357,26.567420842161837,19.91254014872228,14.317741563390614,strong,bullish,False,False
