datetime,adx,plus_di,minus_di,dx,trend_strength,trend_direction,di_bullish_cross,di_bearish_cross
2022-07-04 00:00:00+03:00,0.0,0.0,0.0,0.0,weak,neutral,False,False
2022-07-05 00:00:00+03:00,7.142857142857142,0.0,2.1077386833338565,100.0,weak,bearish,False,True
2022-07-06 00:00:00+03:00,10.48598947665008,0.5981000779985058,1.9993259717292413,53.94670981595826,weak,bearish,False,False
2022-07-07 00:00:00+03:00,13.194533916899152,5.435741894231104,1.8897787975497702,48.4056116401371,weak,bullish,True,False
2022-07-08 00:00:00+03:00,15.709610897130435,5.283329130986179,1.8367912911411393,48.405611640137096,weak,bullish,False,False
2022-07-13 00:00:00+03:00,14.930998063707726,5.034564237242279,5.543254861048696,4.809031229212498,weak,bearish,False,True
2022-07-14 00:00:00+03:00,14.15930580906528,5.8395739952596015,5.376646209825126,4.12730649871347,weak,bullish,True,False
2022-07-18 00:00:00+03:00,16.646005099347914,14.193571691143125,4.8616430883645485,48.97309587302214,weak,bullish,False,False
2022-07-19 00:00:00+03:00,19.76501839141694,18.03573539050049,4.465030467430315,60.31219118831429,weak,bullish,False,False
2022-07-20 00:00:00+03:00,22.696504221149976,17.668178399288312,4.3063725198818466,60.805820007679394,strong,bullish,False,False
2022-07-21 00:00:00+03:00,25.594337699437972,18.330616896636208,4.124269586106994,63.266172917181876,strong,bullish,False,False
2022-07-22 00:00:00+03:00,28.053377598003713,17.712218393407063,4.425163417635605,60.02089627935833,strong,bullish,False,False
2022-07-25 00:00:00+03:00,31.042457691419234,22.815989242138205,4.042071080316219,69.90049890582095,strong,bullish,False,False
2022-07-26 00:00:00+03:00,33.97912444560919,22.136480555683633,3.5803196360026663,72.15579225007855,strong,bullish,False,False
2022-07-27 00:00:00+03:00,36.70602928878557,21.623666646443453,3.497377918856194,72.15579225007853,strong,bullish,False,False
2022-07-28 00:00:00+03:00,36.941538247816,19.88715888144849,8.522427919509113,40.00315471521151,strong,bullish,False,False
2022-07-29 00:00:00+03:00,36.1356014640955,19.06285017534581,11.277893689499132,25.658423275728953,strong,bullish,False,False
2022-08-01 00:00:00+03:00,35.41498685125084,18.542383513364257,10.878997355215917,26.046996884270175,strong,bullish,False,False
2022-08-02 00:00:00+03:00,35.131714882383875,19.87356422542524,10.36407488834525,31.449179287113342,strong,bullish,False,False
2022-08-03 00:00:00+03:00,34.868676625578836,19.126134609146025,9.974289924308728,31.449179287113328,strong,bullish,False,False
2022-08-04 00:00:00+03:00,35.4394694438234,23.450681032684578,9.379667265478588,42.85977608100263,strong,bullish,False,False
2022-08-05 00:00:00+03:00,37.20586585495393,32.85454749661914,8.170299456668268,60.16901919965083,strong,bullish,False,False
2022-08-08 00:00:00+03:00,38.84609109386085,31.234693710210404,7.767472709097348,60.16901919965084,strong,bullish,False,False
2022-08-09 00:00:00+03:00,40.69055783767781,32.62544141014663,7.00012941081176,64.66862550729834,very_strong,bullish,False,False
2022-08-10 00:00:00+03:00,43.04333018391573,39.464372582936804,5.993803562309338,73.62937068500867,very_strong,bullish,False,False
2022-08-11 00:00:00+03:00,45.76093745089061,47.079059724288136,4.91619503378093,81.08983192156398,very_strong,bullish,False,False
2022-08-12 00:00:00+03:00,48.363880615019404,45.68900018363906,4.462990067558555,82.20214174869369,very_strong,bullish,False,False
2022-08-15 00:00:00+03:00,50.83549128164096,43.245301218507024,4.0259946480226585,82.96642994772117,very_strong,bullish,False,False
2022-08-16 00:00:00+03:00,53.36771241039064,45.261231155729305,3.3318875053443215,86.28658708413631,very_strong,bullish,False,False
2022-08-17 00:00:00+03:00,56.00983948051145,53.91283250966418,2.730940336258801,90.35749139208207,very_strong,bullish,False,False
2022-08-18 00:00:00+03:00,58.562250433329794,53.83667660693876,2.3181870994976297,91.74359281996826,very_strong,bullish,False,False
2022-08-19 00:00:00+03:00,60.58072474547699,49.44672732085531,3.4881742399051743,86.82089080339053,very_strong,bullish,False,False
2022-08-22 00:00:00+03:00,61.902409680665514,43.94020746844262,5.131882126364077,79.0843138381163,very_strong,bullish,False,False
2022-08-23 00:00:00+03:00,63.48357101213905,49.90964261578843,4.328570549997013,84.03866832129506,very_strong,bullish,False,False
2022-08-24 00:00:00+03:00,65.11011842931681,52.40576820217305,3.867300572123162,86.25523485262768,very_strong,bullish,False,False
2022-08-25 00:00:00+03:00,66.79227511478382,54.57118737035725,3.280076400348906,88.66031202585476,very_strong,bullish,False,False
2022-08-26 00:00:00+03:00,68.49761633694891,56.50642375367093,2.765928857058438,90.66705222509505,very_strong,bullish,False,False
2022-08-29 00:00:00+03:00,68.83582265254614,51.71488782583639,7.990867625640027,73.23250475531023,very_strong,bullish,False,False
2022-08-31 00:00:00+03:00,68.04061287713684,47.936988434385775,12.857065133090106,57.702885796815856,very_strong,bullish,False,False
2022-09-01 00:00:00+03:00,66.40757975399795,43.88193823525303,16.570600237253213,45.17814915319228,very_strong,bullish,False,False
2022-09-02 00:00:00+03:00,65.27265618642106,44.58814803387382,14.657863129225612,50.51864980792138,very_strong,bullish,False,False
2022-09-05 00:00:00+03:00,64.599577894413,47.101817382871126,13.343418847708918,55.849560098308274,very_strong,bullish,False,False
2022-09-06 00:00:00+03:00,64.21811628687978,45.8367038878398,11.725720436690542,59.25911538894791,very_strong,bullish,False,False
2022-09-07 00:00:00+03:00,63.55026951204046,40.739340263957956,11.872266382082277,54.868261439129306,very_strong,bullish,False,False
2022-09-08 00:00:00+03:00,62.468509489994005,37.49813197021134,13.036517114858192,48.40562920339014,very_strong,bullish,False,False
